"CODI_EQUIPAMENT","EQUIPAMENT","SECCIO","TIPUS_VIA","NOM_CARRER","NUM_CARRER_1","NUM_CARRER_2","CODI_BARRI","NUM_BARRI","CODI_DISTRICTE","NOM_DISTRICTE","CODI_POSTAL","CODI_POBLACIO","POBLACIO","LATITUD","LONGITUD","X_ETRS89","Y_ETRS89","X_ED50","Y_ED50","TELEFON_NUM","TELEFON_TIPUS","TELEFON_INFO_COM","HORARI_PERIODE_INICI","HORARI_PERIODE_FI","HORARI_DIES","HORARI_HORES_INICI","HORARI_HORES_FI","HORARI_OBSERVACIONS","3ER_NIVELL","2N_NIVELL","1ER_NIVELL",
"92168164392","Centre Educatiu Adela de Trenquelleon","#","Rbla","Guipuscoa","24","24","72","Sant Marti de Provencals","10","Sant Marti","08018","019","BARCELONA","41.413929","2.194712","432699.209","4585021.628","432791.162","4585222.591","932662136","Fax","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164392","Centre Educatiu Adela de Trenquelleon","#","Rbla","Guipuscoa","24","24","72","Sant Marti de Provencals","10","Sant Marti","08018","019","BARCELONA","41.413929","2.194712","432699.209","4585021.628","432791.162","4585222.591","932662136","Fax","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164392","Centre Educatiu Adela de Trenquelleon","#","Rbla","Guipuscoa","24","24","72","Sant Marti de Provencals","10","Sant Marti","08018","019","BARCELONA","41.413929","2.194712","432699.209","4585021.628","432791.162","4585222.591","933074850","Tel.","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164392","Centre Educatiu Adela de Trenquelleon","#","Rbla","Guipuscoa","24","24","72","Sant Marti de Provencals","10","Sant Marti","08018","019","BARCELONA","41.413929","2.194712","432699.209","4585021.628","432791.162","4585222.591","933074850","Tel.","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164412","Escola Alexandre Gali","#","Pg","Maritim de la Barceloneta","11","11","03","la Barceloneta","01","Ciutat Vella","08003","019","BARCELONA","41.381256","2.193352","432551.796","4581395.344","432643.748","4581596.273","933106444","Tel.","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164412","Escola Alexandre Gali","#","Pg","Maritim de la Barceloneta","11","11","03","la Barceloneta","01","Ciutat Vella","08003","019","BARCELONA","41.381256","2.193352","432551.796","4581395.344","432643.748","4581596.273","933106444","Tel.","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164414","Centre Educatiu Alfageme","#","Pg","Zona Franca","198","198","13","la Marina de Port","03","Sants-Montjuic","08038","019","BARCELONA","41.361443","2.138951","427981.13","4579239.569","428073.041","4579440.477","933323246","Tel.","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164414","Centre Educatiu Alfageme","#","Pg","Zona Franca","198","198","13","la Marina de Port","03","Sants-Montjuic","08038","019","BARCELONA","41.361443","2.138951","427981.13","4579239.569","428073.041","4579440.477","933323246","Tel.","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164435","Escola Baixeras","#","C","Salvador Aulet","1","1","02","el Barri Gotic","01","Ciutat Vella","08002","019","BARCELONA","41.38287","2.179808","431420.978","4581585.204","431512.92","4581786.134","933105295","Tel.","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164435","Escola Baixeras","#","C","Ataulf","12","12","02","el Barri Gotic","01","Ciutat Vella","08002","019","BARCELONA","41.381059","2.17898","431349.892","4581384.846","431441.833","4581585.775","933150454","Tel.","(edifici Ataulf)","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164435","Escola Baixeras","#","C","Salvador Aulet","1","1","02","el Barri Gotic","01","Ciutat Vella","08002","019","BARCELONA","41.38287","2.179808","431420.978","4581585.204","431512.92","4581786.134","933105295","Tel.","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164435","Escola Baixeras","#","C","Salvador Aulet","1","1","02","el Barri Gotic","01","Ciutat Vella","08002","019","BARCELONA","41.38287","2.179808","431420.978","4581585.204","431512.92","4581786.134","933150454","Tel.","(edifici Ataulf)","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164435","Escola Baixeras","#","C","Ataulf","12","12","02","el Barri Gotic","01","Ciutat Vella","08002","019","BARCELONA","41.381059","2.17898","431349.892","4581384.846","431441.833","4581585.775","933150454","Tel.","(edifici Ataulf)","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164435","Escola Baixeras","#","C","Salvador Aulet","1","1","02","el Barri Gotic","01","Ciutat Vella","08002","019","BARCELONA","41.38287","2.179808","431420.978","4581585.204","431512.92","4581786.134","933150454","Tel.","(edifici Ataulf)","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164435","Escola Baixeras","#","C","Ataulf","12","12","02","el Barri Gotic","01","Ciutat Vella","08002","019","BARCELONA","41.381059","2.17898","431349.892","4581384.846","431441.833","4581585.775","933105295","Tel.","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164435","Escola Baixeras","#","C","Ataulf","12","12","02","el Barri Gotic","01","Ciutat Vella","08002","019","BARCELONA","41.381059","2.17898","431349.892","4581384.846","431441.833","4581585.775","933105295","Tel.","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164438","Escola angels Garriga","#","C","Gallecs","22","22","36","la Font d'en Fargues","07","Horta-Guinardo","08032","019","BARCELONA","41.425979","2.167712","430455.561","4586380.784","430547.492","4586581.759","934205801","Fax","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164438","Escola angels Garriga","#","C","Gallecs","22","22","36","la Font d'en Fargues","07","Horta-Guinardo","08032","019","BARCELONA","41.425979","2.167712","430455.561","4586380.784","430547.492","4586581.759","934205801","Tel.","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164438","Escola angels Garriga","#","C","Gallecs","22","22","36","la Font d'en Fargues","07","Horta-Guinardo","08032","019","BARCELONA","41.425979","2.167712","430455.561","4586380.784","430547.492","4586581.759","934205801","Tel.","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164438","Escola angels Garriga","#","C","Gallecs","22","22","36","la Font d'en Fargues","07","Horta-Guinardo","08032","019","BARCELONA","41.425979","2.167712","430455.561","4586380.784","430547.492","4586581.759","934205801","Fax","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164443","Escola Antoni Balmanya","#","C","Freser","101","101","64","el Camp de l'Arpa del Clot","10","Sant Marti","08041","019","BARCELONA","41.416438","2.182821","431708.116","4585309.472","431800.059","4585510.437","934566804","Fax","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164443","Escola Antoni Balmanya","#","C","Freser","101","101","64","el Camp de l'Arpa del Clot","10","Sant Marti","08041","019","BARCELONA","41.416438","2.182821","431708.116","4585309.472","431800.059","4585510.437","934566804","Tel.","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164443","Escola Antoni Balmanya","#","C","Freser","101","101","64","el Camp de l'Arpa del Clot","10","Sant Marti","08041","019","BARCELONA","41.416438","2.182821","431708.116","4585309.472","431800.059","4585510.437","934566804","Fax","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164443","Escola Antoni Balmanya","#","C","Freser","101","101","64","el Camp de l'Arpa del Clot","10","Sant Marti","08041","019","BARCELONA","41.416438","2.182821","431708.116","4585309.472","431800.059","4585510.437","934566804","Tel.","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164444","Escola Antoni Brusi","#","C","Sardenya","33","35","67","la Vila Olimpica del Poblenou","10","Sant Marti","08005","019","BARCELONA","41.391032","2.189552","432244.208","4582483.613","432336.157","4582684.552","932211298","Tel.","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164444","Escola Antoni Brusi","#","C","Sardenya","33","35","67","la Vila Olimpica del Poblenou","10","Sant Marti","08005","019","BARCELONA","41.391032","2.189552","432244.208","4582483.613","432336.157","4582684.552","932211298","Fax","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164444","Escola Antoni Brusi","#","C","Sardenya","33","35","67","la Vila Olimpica del Poblenou","10","Sant Marti","08005","019","BARCELONA","41.391032","2.189552","432244.208","4582483.613","432336.157","4582684.552","932211298","Fax","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164444","Escola Antoni Brusi","#","C","Sardenya","33","35","67","la Vila Olimpica del Poblenou","10","Sant Marti","08005","019","BARCELONA","41.391032","2.189552","432244.208","4582483.613","432336.157","4582684.552","932211298","Tel.","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164454","Escola Arc Iris","#","C","Arc de Sant Marti","78","78","36","la Font d'en Fargues","07","Horta-Guinardo","08032","019","BARCELONA","41.42527","2.171457","430767.766","4586299.069","430859.7","4586500.043","934362617","Tel.","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164454","Escola Arc Iris","#","C","Arc de Sant Marti","78","78","36","la Font d'en Fargues","07","Horta-Guinardo","08032","019","BARCELONA","41.42527","2.171457","430767.766","4586299.069","430859.7","4586500.043","934364815","Fax","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164454","Escola Arc Iris","#","C","Arc de Sant Marti","78","78","36","la Font d'en Fargues","07","Horta-Guinardo","08032","019","BARCELONA","41.42527","2.171457","430767.766","4586299.069","430859.7","4586500.043","934364815","Fax","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164454","Escola Arc Iris","#","C","Arc de Sant Marti","78","78","36","la Font d'en Fargues","07","Horta-Guinardo","08032","019","BARCELONA","41.42527","2.171457","430767.766","4586299.069","430859.7","4586500.043","934362617","Tel.","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164462","Llar d'Infants Arlequin","#","C","Balcells","41","41","32","el Camp d'en Grassot i Gracia Nova","06","Gracia","08024","019","BARCELONA","41.411077","2.160891","429869.619","4584731.812","429961.546","4584932.771","932145089","Tel.","","","","","","","","Educacio Infantil (Llars d'infants)","Educacio infantil","Educacio",
"92168164462","Llar d'Infants Arlequin","#","C","Balcells","41","41","32","el Camp d'en Grassot i Gracia Nova","06","Gracia","08024","019","BARCELONA","41.411077","2.160891","429869.619","4584731.812","429961.546","4584932.771","932845089","Tel.","","","","","","","","Educacio Infantil (Llars d'infants)","Educacio infantil","Educacio",
"92168164465","Escola Josep Maria Jujol","#","C","Riera de Sant Miquel","39","45","31","la Vila de Gracia","06","Gracia","08006","019","BARCELONA","41.398215","2.155906","429439.013","4583307.926","429530.936","4583508.872","932180890","Fax","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164465","Escola Josep Maria Jujol","#","C","Riera de Sant Miquel","39","45","31","la Vila de Gracia","06","Gracia","08006","019","BARCELONA","41.398215","2.155906","429439.013","4583307.926","429530.936","4583508.872","932180890","Tel.","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164465","Escola Josep Maria Jujol","#","C","Riera de Sant Miquel","39","45","31","la Vila de Gracia","06","Gracia","08006","019","BARCELONA","41.398215","2.155906","429439.013","4583307.926","429530.936","4583508.872","932180890","Tel.","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164465","Escola Josep Maria Jujol","#","C","Riera de Sant Miquel","39","45","31","la Vila de Gracia","06","Gracia","08006","019","BARCELONA","41.398215","2.155906","429439.013","4583307.926","429530.936","4583508.872","932180890","Fax","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164469","Centre Educatiu Arrels","#","C","Cardenal Tedeschini","76","80","62","el Congres i els Indians","09","Sant Andreu","08027","019","BARCELONA","41.426677","2.181046","431570.458","4586447.58","431662.4","4586648.556","933524757","Fax","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164469","Centre Educatiu Arrels","#","C","Cardenal Tedeschini","76","80","62","el Congres i els Indians","09","Sant Andreu","08027","019","BARCELONA","41.426677","2.181046","431570.458","4586447.58","431662.4","4586648.556","933524454","Tel.","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164469","Centre Educatiu Arrels","#","C","Cardenal Tedeschini","76","80","62","el Congres i els Indians","09","Sant Andreu","08027","019","BARCELONA","41.426677","2.181046","431570.458","4586447.58","431662.4","4586648.556","933524454","Tel.","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164469","Centre Educatiu Arrels","#","C","Cardenal Tedeschini","76","80","62","el Congres i els Indians","09","Sant Andreu","08027","019","BARCELONA","41.426677","2.181046","431570.458","4586447.58","431662.4","4586648.556","933524757","Fax","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164474","Centre Educatiu Acis - Artur Martorell","#","Pl","Can Baro","3","3","34","Can Baro","07","Horta-Guinardo","08024","019","BARCELONA","41.416562","2.162104","429976.851","4585339.825","430068.778","4585540.79","932842418","Tel.","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164474","Centre Educatiu Acis - Artur Martorell","#","Pl","Can Baro","3","3","34","Can Baro","07","Horta-Guinardo","08024","019","BARCELONA","41.416562","2.162104","429976.851","4585339.825","430068.778","4585540.79","932842418","Tel.","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164474","Centre Educatiu Acis - Artur Martorell","#","Pl","Can Baro","3","3","34","Can Baro","07","Horta-Guinardo","08024","019","BARCELONA","41.416562","2.162104","429976.851","4585339.825","430068.778","4585540.79","932847299","Fax","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164474","Centre Educatiu Acis - Artur Martorell","#","Pl","Can Baro","3","3","34","Can Baro","07","Horta-Guinardo","08024","019","BARCELONA","41.416562","2.162104","429976.851","4585339.825","430068.778","4585540.79","932847299","Fax","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164486","Escola Ausias March","#","Pl","Comas","9","10","19","les Corts","04","Les Corts","08028","019","BARCELONA","41.384879","2.130233","427278.067","4581848.674","427369.97","4582049.606","933307960","Fax","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164486","Escola Ausias March","#","Pl","Comas","9","10","19","les Corts","04","Les Corts","08028","019","BARCELONA","41.384879","2.130233","427278.067","4581848.674","427369.97","4582049.606","933307960","Fax","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164486","Escola Ausias March","#","Pl","Comas","9","10","19","les Corts","04","Les Corts","08028","019","BARCELONA","41.384879","2.130233","427278.067","4581848.674","427369.97","4582049.606","933307960","Tel.","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164486","Escola Ausias March","#","Pl","Comas","9","10","19","les Corts","04","Les Corts","08028","019","BARCELONA","41.384879","2.130233","427278.067","4581848.674","427369.97","4582049.606","933307960","Tel.","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164500","Escola Baldiri Reixac","#","C","Olot","1","13","30","la Salut","06","Gracia","08024","019","BARCELONA","41.413509","2.153135","429224.029","4585008.121","429315.949","4585209.083","932130484","Tel.","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164500","Escola Baldiri Reixac","#","C","Olot","1","13","30","la Salut","06","Gracia","08024","019","BARCELONA","41.413509","2.153135","429224.029","4585008.121","429315.949","4585209.083","932130484","Tel.","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164500","Escola Baldiri Reixac","#","C","Olot","1","13","30","la Salut","06","Gracia","08024","019","BARCELONA","41.413509","2.153135","429224.029","4585008.121","429315.949","4585209.083","932130484","Fax","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164500","Escola Baldiri Reixac","#","C","Olot","1","13","30","la Salut","06","Gracia","08024","019","BARCELONA","41.413509","2.153135","429224.029","4585008.121","429315.949","4585209.083","932130484","Fax","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164507","Escola Baloo","#","C","Harmonia","37","37","40","Montbau","07","Horta-Guinardo","08035","019","BARCELONA","41.431157","2.139374","428093.431","4586978.755","428185.34","4587179.734","934282861","Fax","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164507","Escola Baloo","#","C","Harmonia","37","37","40","Montbau","07","Horta-Guinardo","08035","019","BARCELONA","41.431157","2.139374","428093.431","4586978.755","428185.34","4587179.734","934282861","Tel.","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164507","Escola Baloo","#","C","Harmonia","37","37","40","Montbau","07","Horta-Guinardo","08035","019","BARCELONA","41.431157","2.139374","428093.431","4586978.755","428185.34","4587179.734","934282861","Fax","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164507","Escola Baloo","#","C","Harmonia","37","37","40","Montbau","07","Horta-Guinardo","08035","019","BARCELONA","41.431157","2.139374","428093.431","4586978.755","428185.34","4587179.734","934282861","Tel.","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164513","Escola Barcelona","#","C","Joan Guell","126","126","19","les Corts","04","Les Corts","08028","019","BARCELONA","41.381944","2.132062","427427.746","4581521.321","427519.651","4581722.25","933300650","Tel.","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164513","Escola Barcelona","#","C","Joan Guell","126","126","19","les Corts","04","Les Corts","08028","019","BARCELONA","41.381944","2.132062","427427.746","4581521.321","427519.651","4581722.25","933300650","Tel.","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164513","Escola Barcelona","#","C","Joan Guell","126","126","19","les Corts","04","Les Corts","08028","019","BARCELONA","41.381944","2.132062","427427.746","4581521.321","427519.651","4581722.25","933300650","Fax","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164513","Escola Barcelona","#","C","Joan Guell","126","126","19","les Corts","04","Les Corts","08028","019","BARCELONA","41.381944","2.132062","427427.746","4581521.321","427519.651","4581722.25","933300858","Tel.","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164513","Escola Barcelona","#","C","Joan Guell","126","126","19","les Corts","04","Les Corts","08028","019","BARCELONA","41.381944","2.132062","427427.746","4581521.321","427519.651","4581722.25","933300650","Fax","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164513","Escola Barcelona","#","C","Joan Guell","126","126","19","les Corts","04","Les Corts","08028","019","BARCELONA","41.381944","2.132062","427427.746","4581521.321","427519.651","4581722.25","933300858","Fax","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164513","Escola Barcelona","#","C","Joan Guell","126","126","19","les Corts","04","Les Corts","08028","019","BARCELONA","41.381944","2.132062","427427.746","4581521.321","427519.651","4581722.25","933300858","Tel.","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164513","Escola Barcelona","#","C","Joan Guell","126","126","19","les Corts","04","Les Corts","08028","019","BARCELONA","41.381944","2.132062","427427.746","4581521.321","427519.651","4581722.25","933300858","Fax","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164518","Escola Barkeno","#","C","Cisell","15","15","13","la Marina de Port","03","Sants-Montjuic","08038","019","BARCELONA","41.355474","2.145239","428500.562","4578571.638","428592.478","4578772.54","932230829","Tel.","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164518","Escola Barkeno","#","C","Cisell","15","15","13","la Marina de Port","03","Sants-Montjuic","08038","019","BARCELONA","41.355474","2.145239","428500.562","4578571.638","428592.478","4578772.54","932230829","Tel.","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164518","Escola Barkeno","#","C","Cisell","15","15","13","la Marina de Port","03","Sants-Montjuic","08038","019","BARCELONA","41.355474","2.145239","428500.562","4578571.638","428592.478","4578772.54","932232638","Fax","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164518","Escola Barkeno","#","C","Cisell","15","15","13","la Marina de Port","03","Sants-Montjuic","08038","019","BARCELONA","41.355474","2.145239","428500.562","4578571.638","428592.478","4578772.54","932232638","Fax","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164520","Escola Baro de Viver","#","C","Tucumán","1","1","58","Baro de Viver","09","Sant Andreu","08030","019","BARCELONA","41.445631","2.200157","433186.817","4588536.937","433278.773","4588737.932","933455613","Tel.","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164520","Escola Baro de Viver","#","C","Tucumán","1","1","58","Baro de Viver","09","Sant Andreu","08030","019","BARCELONA","41.445631","2.200157","433186.817","4588536.937","433278.773","4588737.932","933455613","Fax","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164520","Escola Baro de Viver","#","C","Tucumán","1","1","58","Baro de Viver","09","Sant Andreu","08030","019","BARCELONA","41.445631","2.200157","433186.817","4588536.937","433278.773","4588737.932","933455613","Fax","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164520","Escola Baro de Viver","#","C","Tucumán","1","1","58","Baro de Viver","09","Sant Andreu","08030","019","BARCELONA","41.445631","2.200157","433186.817","4588536.937","433278.773","4588737.932","933455613","Tel.","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164521","Escola Barrufet","#","Ptge","Vapor Vell","7","7","18","Sants","03","Sants-Montjuic","08028","019","BARCELONA","41.376928","2.13476","427647.745","4580962.16","427739.652","4581163.084","934097208","Tel.","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164521","Escola Barrufet","#","Ptge","Vapor Vell","7","7","18","Sants","03","Sants-Montjuic","08028","019","BARCELONA","41.376928","2.13476","427647.745","4580962.16","427739.652","4581163.084","934097208","Tel.","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164557","Centre Educatiu Betania-Patmos","#","Av","Mare de Deu de Lorda","2","2","23","Sarria","05","Sarria-Sant Gervasi","08034","019","BARCELONA","41.39658","2.109782","425581.457","4583165.009","425673.344","4583365.952","932521908","Fax","","","","","","","","Educacio Infantil (Llars d'infants)","Educacio infantil","Educacio",
"92168164557","Centre Educatiu Betania-Patmos","#","Av","Esplugues","113","115","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.394501","2.112176","425779.251","4582932.179","425871.14","4583133.12","932521908","Fax","","","","","","","","Ensenyament infantil (0-3 anys)","Ensenyament infantil","Educacio",
"92168164557","Centre Educatiu Betania-Patmos","#","Av","Mare de Deu de Lorda","2","2","23","Sarria","05","Sarria-Sant Gervasi","08034","019","BARCELONA","41.39658","2.109782","425581.457","4583165.009","425673.344","4583365.952","932521900","Tel.","","","","","","","","Educacio Infantil (Llars d'infants)","Educacio infantil","Educacio",
"92168164557","Centre Educatiu Betania-Patmos","#","Av","Esplugues","113","115","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.394501","2.112176","425779.251","4582932.179","425871.14","4583133.12","932521900","Tel.","","","","","","","","Ensenyament infantil (0-3 anys)","Ensenyament infantil","Educacio",
"92168164557","Centre Educatiu Betania-Patmos","#","Av","Esplugues","113","115","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.394501","2.112176","425779.251","4582932.179","425871.14","4583133.12","932521900","Tel.","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164557","Centre Educatiu Betania-Patmos","#","Av","Esplugues","113","115","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.394501","2.112176","425779.251","4582932.179","425871.14","4583133.12","932039995","Tel.","(edifici av Esplugues)","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164557","Centre Educatiu Betania-Patmos","#","Av","Mare de Deu de Lorda","2","2","23","Sarria","05","Sarria-Sant Gervasi","08034","019","BARCELONA","41.39658","2.109782","425581.457","4583165.009","425673.344","4583365.952","932039995","Tel.","(edifici av Esplugues)","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164557","Centre Educatiu Betania-Patmos","#","Av","Esplugues","113","115","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.394501","2.112176","425779.251","4582932.179","425871.14","4583133.12","932521908","Fax","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164557","Centre Educatiu Betania-Patmos","#","Av","Mare de Deu de Lorda","2","2","23","Sarria","05","Sarria-Sant Gervasi","08034","019","BARCELONA","41.39658","2.109782","425581.457","4583165.009","425673.344","4583365.952","932521900","Tel.","","","","","","","","Educacio infantil (Parvularis)","Educacio infantil","Educacio",
"92168164557","Centre Educatiu Betania-Patmos","#","Av","Esplugues","113","115","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.394501","2.112176","425779.251","4582932.179","425871.14","4583133.12","932521908","Fax","","","","","","","","Educacio Infantil (Llars d'infants)","Educacio infantil","Educacio",
"92168164557","Centre Educatiu Betania-Patmos","#","Av","Mare de Deu de Lorda","2","2","23","Sarria","05","Sarria-Sant Gervasi","08034","019","BARCELONA","41.39658","2.109782","425581.457","4583165.009","425673.344","4583365.952","932521908","Fax","","","","","","","","Ensenyament infantil (0-3 anys)","Ensenyament infantil","Educacio",
"92168164557","Centre Educatiu Betania-Patmos","#","Av","Esplugues","113","115","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.394501","2.112176","425779.251","4582932.179","425871.14","4583133.12","932521900","Tel.","","","","","","","","Educacio Infantil (Llars d'infants)","Educacio infantil","Educacio",
"92168164557","Centre Educatiu Betania-Patmos","#","Av","Mare de Deu de Lorda","2","2","23","Sarria","05","Sarria-Sant Gervasi","08034","019","BARCELONA","41.39658","2.109782","425581.457","4583165.009","425673.344","4583365.952","932521900","Tel.","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
"92168164557","Centre Educatiu Betania-Patmos","#","Av","Mare de Deu de Lorda","2","2","23","Sarria","05","Sarria-Sant Gervasi","08034","019","BARCELONA","41.39658","2.109782","425581.457","4583165.009","425673.344","4583365.952","932039995","Tel.","(edifici av Esplugues)","","","","","","","Educacio Infantil (Llars d'infants)","Educacio infantil","Educacio",
"92168164557","Centre Educatiu Betania-Patmos","#","Av","Mare de Deu de Lorda","2","2","23","Sarria","05","Sarria-Sant Gervasi","08034","019","BARCELONA","41.39658","2.109782","425581.457","4583165.009","425673.344","4583365.952","932039995","Tel.","(edifici av Esplugues)","","","","","","","Ensenyament infantil (0-3 anys)","Ensenyament infantil","Educacio",
"92168164557","Centre Educatiu Betania-Patmos","#","Av","Esplugues","113","115","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.394501","2.112176","425779.251","4582932.179","425871.14","4583133.12","932521900","Tel.","","","","","","","","Ensenyament infantil (3-6 anys)","Ensenyament infantil","Educacio",
